rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Unknown,South,West,Midwest,Northeast,U.S. Territories,regionOfCitizenship
2133,1300,Finance & Investments,Jahm Najafi,60.0,United States,Paradise Valley,Investments,Finance & Investments,United States,Unknown,True,N,M,3/19/1963 0:00,Najafi,Jahm,Unknown,04/04/2023,Arizona,West,1963.0,3.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2133,1300,Finance & Investments,Randal Nardone,67.0,United States,New York,"Investments, energy",Finance & Investments,United States,Unknown,True,E,M,6/22/1955 0:00,Nardone,Randal,Unknown,04/04/2023,New York,Northeast,1955.0,6.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2133,1300,Food & Beverage,Nguyen Dang Quang,59.0,Vietnam,Ho Chi Minh City,"Consumer products, banking",Food & Beverage,Vietnam,Unknown,True,D,M,8/23/1963 0:00,Nguyen,Dang Quang,Unknown,04/04/2023,Unknown,Unknown,1963.0,8.0,23.0,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Gambling & Casinos,Kazuo Okada,80.0,Japan,Tokyo,Casinos,Gambling & Casinos,Japan,Unknown,True,D,M,10/3/1942 0:00,Okada,Kazuo,Unknown,04/04/2023,Unknown,Unknown,1942.0,10.0,3.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Healthcare,John Oyler,55.0,United States,,Biotech,Healthcare,United States,Unknown,True,U,M,4/3/1968 0:00,Oyler,John,Unknown,04/04/2023,Nevada,West,1968.0,4.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2133,1300,Finance & Investments,William Teh Lee Pang,,Unknown,,Banking,Finance & Investments,Malaysia,Unknown,False,N,M,,Pang,William Teh Lee,Unknown,04/04/2023,Unknown,Unknown,,,,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Manufacturing,George Pedersen & family,87.0,United States,McLean,Defense contractor,Manufacturing,United States,Unknown,True,U,M,8/18/1935 0:00,Pedersen,George,Unknown,04/04/2023,Virginia,South,1935.0,8.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2133,1300,Fashion & Retail,Qu Miranda,38.0,China,Shanghai,E-commerce,Fashion & Retail,China,Unknown,True,D,F,1/1/1985 0:00,Qu,Miranda,Unknown,04/04/2023,Unknown,Unknown,1985.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Real Estate,Jupally Rameshwar Rao,67.0,India,Hyderabad,Real estate,Real Estate,India,Unknown,True,U,M,9/16/1955 0:00,Rameshwar Rao,Jupally,Unknown,04/04/2023,Unknown,Unknown,1955.0,9.0,16.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Logistics,G. M. Rao,72.0,India,Bangalore,Infrastructure,Logistics,India,Unknown,True,D,M,7/1/1950 0:00,Rao,G. M.,Unknown,04/04/2023,Unknown,Unknown,1950.0,7.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Healthcare,P.V. Ramprasad Reddy,65.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,Unknown,True,D,M,3/30/1958 0:00,Reddy,P.V. Ramprasad,Unknown,04/04/2023,Unknown,Unknown,1958.0,3.0,30.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Healthcare,Satish Reddy,55.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,Unknown,False,E,M,6/9/1967 0:00,Reddy,Satish,Unknown,04/04/2023,Unknown,Unknown,1967.0,6.0,9.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Fashion & Retail,Fernando Roig,75.0,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,Unknown,False,D,M,6/25/1947 0:00,Roig,Fernando,Unknown,04/04/2023,Unknown,Unknown,1947.0,6.0,25.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Diversified,Igor Rotenberg,49.0,Russia,Moscow,"Investments, real estate",Diversified,Russia,Unknown,True,R,M,5/9/1973 0:00,Rotenberg,Igor,Unknown,04/04/2023,Unknown,Unknown,1973.0,5.0,9.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Manufacturing,Seifeddin Rustamov,60.0,United States,,Chemicals,Manufacturing,Russia,Unknown,True,N,M,6/17/1962 0:00,Rustamov,Seifeddin,Unknown,04/04/2023,Virginia,South,1962.0,6.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Diversified,Deniz Sahenk,77.0,Turkey,Istanbul,Diversified,Diversified,Turkey,Unknown,False,E,F,8/6/1945 0:00,Sahenk,Deniz,Unknown,04/04/2023,Unknown,Unknown,1945.0,8.0,6.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Food & Beverage,Nobutada Saji,77.0,Japan,Tokyo,Beverages,Food & Beverage,Japan,Unknown,False,U,M,11/25/1945 0:00,Saji,Nobutada,Unknown,04/04/2023,Unknown,Unknown,1945.0,11.0,25.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Gambling & Casinos,Hajime Satomi,81.0,Japan,Tokyo,"Video games, pachinko",Gambling & Casinos,Japan,Unknown,True,E,M,1/16/1942 0:00,Satomi,Hajime,Unknown,04/04/2023,Unknown,Unknown,1942.0,1.0,16.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Technology,James Scapa,66.0,United States,Atherton,Software,Technology,United States,Unknown,True,E,M,1/23/1957 0:00,Scapa,James,Unknown,04/04/2023,California,West,1957.0,1.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2133,1300,Manufacturing,Stephan Schnabel,48.0,Unknown,,Chemicals,Manufacturing,Germany,Unknown,False,U,M,1/18/1975 0:00,Schnabel,Stephan,Unknown,04/04/2023,Unknown,Unknown,1975.0,1.0,18.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Healthcare,Devi Shetty,70.0,India,Bangalore,Healthcare,Healthcare,India,Unknown,True,U,M,1/1/1953 0:00,Shetty,Devi,Unknown,04/04/2023,Unknown,Unknown,1953.0,1.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Diversified,Albert Shigaboutdinov,70.0,Russia,Kazan,"Refinery, chemicals",Diversified,Russia,Unknown,True,E,M,11/12/1952 0:00,Shigaboutdinov,Albert,Unknown,04/04/2023,Unknown,Unknown,1952.0,11.0,12.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Finance & Investments,Diana Teh Li Shing,,Unknown,,Banking,Finance & Investments,Malaysia,Unknown,False,N,F,,Shing,Diana Teh Li,Unknown,04/04/2023,Unknown,Unknown,,,,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Food & Beverage,Denis Shtengelov,50.0,Australia,Gold Coast,"Food, retail",Food & Beverage,Russia,Unknown,True,N,M,5/14/1972 0:00,Shtengelov,Denis,Unknown,04/04/2023,Unknown,Unknown,1972.0,5.0,14.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Manufacturing,Fei Song,56.0,China,Yantai,Machinery,Manufacturing,China,Unknown,True,D,M,9/12/1966 0:00,Song,Fei,Unknown,04/04/2023,Unknown,Unknown,1966.0,9.0,12.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Sports,Hal Steinbrenner,54.0,United States,Tampa,Sports,Sports,United States,Unknown,False,N,M,12/3/1968 0:00,Steinbrenner,Hal,Unknown,04/04/2023,Florida,South,1968.0,12.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2133,1300,Sports,Jessica Steinbrenner,59.0,United States,Tampa,Sports,Sports,United States,Unknown,False,N,F,3/26/1964 0:00,Steinbrenner,Jessica,Unknown,04/04/2023,Florida,South,1964.0,3.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2133,1300,Sports,Jennifer Steinbrenner Swindal,63.0,United States,Tampa,Sports,Sports,United States,Unknown,False,N,F,7/28/1959 0:00,Steinbrenner Swindal,Jennifer,Unknown,04/04/2023,Florida,South,1959.0,7.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2133,1300,Metals & Mining,Konstantin Strukov & family,64.0,Russia,Chelyabinsk,"Gold, coal mining",Metals & Mining,Russia,Unknown,True,R,M,9/10/1958 0:00,Strukov,Konstantin,Unknown,04/04/2023,Unknown,Unknown,1958.0,9.0,10.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Energy,Rustem Sulteev,69.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,Unknown,True,E,M,1/4/1954 0:00,Sulteev,Rustem,Unknown,04/04/2023,Unknown,Unknown,1954.0,1.0,4.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Food & Beverage,Clemens Toennies,66.0,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,Unknown,True,D,M,5/27/1956 0:00,Toennies,Clemens,Unknown,04/04/2023,Unknown,Unknown,1956.0,5.0,27.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Food & Beverage,Robert Toennies,44.0,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,Unknown,False,D,M,5/29/1978 0:00,Toennies,Robert,Unknown,04/04/2023,Unknown,Unknown,1978.0,5.0,29.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Real Estate,John Van Lieshout,77.0,Australia,Brisbane,Real estate,Real Estate,Australia,Unknown,True,D,M,1/12/1946 0:00,Van Lieshout,John,Unknown,04/04/2023,Unknown,Unknown,1946.0,1.0,12.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Oceania
2133,1300,Healthcare,Pongsak Viddayakorn,89.0,Thailand,Bangkok,Hospitals,Healthcare,Thailand,Unknown,True,U,M,3/23/1934 0:00,Viddayakorn,Pongsak,Unknown,04/04/2023,Unknown,Unknown,1934.0,3.0,23.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Fashion & Retail,Wang Jianguo,63.0,China,Nanjing,Retail,Fashion & Retail,China,Unknown,True,D,M,1/1/1960 0:00,Wang,Jianguo,Unknown,04/04/2023,Unknown,Unknown,1960.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Service,Junjin Wang,54.0,China,Shanghai,Airline,Service,China,Unknown,True,D,M,12/1/1968 0:00,Wang,Junjin,Unknown,04/04/2023,Unknown,Unknown,1968.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Manufacturing,Wang Mingwang,55.0,China,Shenzhen,Electronics components,Manufacturing,China,Unknown,True,D,M,5/2/1967 0:00,Wang,Mingwang,Unknown,04/04/2023,Unknown,Unknown,1967.0,5.0,2.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Technology,Wei Lidong & family,47.0,China,Shanghai,Software,Technology,China,Unknown,True,D,M,1/1/1976 0:00,Wei,Lidong,Unknown,04/04/2023,Unknown,Unknown,1976.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Fashion & Retail,Myron Wentz,83.0,Cayman Islands,Grand Cayman,Health products,Fashion & Retail,St. Kitts and Nevis,Unknown,True,D,M,1/1/1940 0:00,Wentz,Myron,Unknown,04/04/2023,Unknown,Unknown,1940.0,1.0,1.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Latin America and the Caribbean
2133,1300,Manufacturing,Wu Xiaoge,50.0,China,Chengdu,Battery components,Manufacturing,China,Unknown,True,Split Family Fortune,F,11/1/1972 0:00,Wu,Xiaoge,Unknown,04/04/2023,Unknown,Unknown,1972.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Diversified,Wu Xushun & family,74.0,China,Wuhu,Internet,Diversified,China,Unknown,True,D,M,4/28/1948 0:00,Wu,Xushun,Unknown,04/04/2023,Unknown,Unknown,1948.0,4.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Healthcare,Xiong Xiaochuan,57.0,China,Shenzhen,Medical devices,Healthcare,China,Unknown,True,N,M,1/1/1966 0:00,Xiong,Xiaochuan,Unknown,04/04/2023,Unknown,Unknown,1966.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Technology,Xu Shaochun,60.0,China,Shenzhen,Software,Technology,China,Unknown,True,D,M,1/1/1963 0:00,Xu,Shaochun,Unknown,04/04/2023,Unknown,Unknown,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Technology,Yan Jane & family,53.0,China,Beijing,Software,Technology,China,Unknown,True,U,F,7/19/1969 0:00,Yan,Jane,Unknown,04/04/2023,Unknown,Unknown,1969.0,7.0,19.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Manufacturing,Zeng Chaoyi,54.0,China,Changsha,Aluminum products,Manufacturing,China,Unknown,True,E,M,4/1/1969 0:00,Zeng,Chaoyi,Unknown,04/04/2023,Unknown,Unknown,1969.0,4.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Service,Peng Zhao,52.0,China,Beijing,Online recruitment,Service,China,Unknown,True,E,M,1/1/1971 0:00,Zhao,Peng,Unknown,04/04/2023,Unknown,Unknown,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2133,1300,Service,Zhao Tongtong,56.0,Hong Kong,Hong Kong,Hotels,Service,Canada,Unknown,True,R,F,1/1/1967 0:00,Zhao,Tongtong,Unknown,04/04/2023,Unknown,Unknown,1967.0,1.0,1.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2133,1300,Metals & Mining,Kostyantin Zhevago,49.0,Ukraine,Kiev,Mining,Metals & Mining,Ukraine,Unknown,True,E,M,1/7/1974 0:00,Zhevago,Kostyantin,Unknown,04/04/2023,Unknown,Unknown,1974.0,1.0,7.0,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2133,1300,Manufacturing,Zong Yanmin,,China,Jinan,Semiconductor materials,Manufacturing,China,Unknown,True,E,M,,Zong,Yanmin,Unknown,04/04/2023,Unknown,Unknown,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2259,1200,Finance & Investments,Sanjay Agarwal,52.0,India,Jaipur,Banking,Finance & Investments,India,Unknown,True,E,M,9/8/1970 0:00,Agarwal,Sanjay,Unknown,04/04/2023,Unknown,Unknown,1970.0,9.0,8.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63.0,Qatar,Doha,Investments,Finance & Investments,Qatar,Unknown,False,E,M,10/1/1959 0:00,Al Thani,Hamad bin Jassim bin Jaber,Unknown,04/04/2023,Unknown,Unknown,1959.0,10.0,1.0,115.38,-0.7,"$183,466,208,791 ",17.9,103.8,80.1,14.7,11.3,2832067.0,25.354826,51.183884,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2259,1200,Diversified,Joao Alves de Queiroz Filho,70.0,Brazil,São Paulo,Pharmaceuticals,Diversified,Brazil,Unknown,True,U,M,1/1/1953 0:00,Alves de Queiroz Filho,Joao,Unknown,04/04/2023,Unknown,Unknown,1953.0,1.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Latin America and the Caribbean
2259,1200,Metals & Mining,Jose Maria Aristrain,60.0,Switzerland,Gstaad,Steel,Metals & Mining,Spain,Unknown,False,E,M,11/2/1962 0:00,Aristrain,Jose Maria,Unknown,04/04/2023,Unknown,Unknown,1962.0,11.0,2.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
2259,1200,Finance & Investments,Michael Arougheti,50.0,United States,Nyack,Finance,Finance & Investments,United States,Unknown,True,N,M,10/10/1972 0:00,Arougheti,Michael,Unknown,04/04/2023,New York,Northeast,1972.0,10.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2259,1200,Technology,Tope Awotona,41.0,United States,Atlanta,Software,Technology,United States,Calendly,True,D,M,4/22/1981 0:00,Awotona,Tope,Unknown,04/04/2023,Georgia,South,1981.0,4.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2259,1200,Healthcare,Mehmet Aydinlar,66.0,Turkey,Istanbul,Hospitals,Healthcare,Turkey,Unknown,True,D,M,7/27/1956 0:00,Aydinlar,Mehmet,Unknown,04/04/2023,Unknown,Unknown,1956.0,7.0,27.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2259,1200,Real Estate,Danna Azrieli,55.0,Israel,Herzliya,Real estate,Real Estate,Israel,Unknown,False,D,F,6/3/1967 0:00,Azrieli,Danna,Unknown,04/04/2023,Unknown,Unknown,1967.0,6.0,3.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2259,1200,Real Estate,Naomi Azrieli,57.0,Canada,Toronto,Real estate,Real Estate,Canada,Unknown,False,D,F,9/26/1965 0:00,Azrieli,Naomi,Unknown,04/04/2023,Unknown,Unknown,1965.0,9.0,26.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2259,1200,Real Estate,Sharon Azrieli,62.0,Canada,Montreal,Real estate,Real Estate,Canada,Unknown,False,D,F,8/4/1960 0:00,Azrieli,Sharon,Unknown,04/04/2023,Unknown,Unknown,1960.0,8.0,4.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
2259,1200,Energy,Bai Houshan,59.0,China,Ningbo,Lithium battery,Energy,China,Unknown,True,D,M,1/1/1964 0:00,Bai,Houshan,Unknown,04/04/2023,Unknown,Unknown,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
2259,1200,Finance & Investments,Thomas Bailey,86.0,United States,Aspen,Money management,Finance & Investments,United States,Unknown,True,E,M,1/1/1937 0:00,Bailey,Thomas,Unknown,04/04/2023,Colorado,West,1937.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
